0.00000 0.99999975 0.00000000 0.00000000 -14.52197965 0.00000 0.00000
0.02000 0.99999956 0.00000000 0.85886625 -14.80412445 0.00000 0.00000
0.04000 0.99999923 0.00000000 1.68973452 -15.06979250 0.00000 0.00000
0.06000 0.99999865 0.00000000 2.49260481 -15.31909009 0.00000 0.00000
0.08000 0.99999769 0.00000000 3.26747714 -15.55211695 0.00000 0.00000
0.10000 0.99999607 0.00000000 4.01435153 -15.76896631 0.00000 0.00000
0.12000 0.99999341 0.00000000 4.73322804 -15.96972494 0.00000 0.00000
0.14000 0.99998906 0.00000000 5.42410674 -16.15447321 0.00000 0.00000
0.16000 0.99998208 0.00000000 6.08698774 -16.32328512 0.00000 0.00000
0.18000 0.99997098 0.00000000 6.72187125 -16.47622835 0.00000 0.00000
0.20000 0.99995357 0.00000001 7.32875757 -16.61336432 0.00000 0.00000
0.22000 0.99992663 0.00000002 7.90764720 -16.73474828 0.00000 0.00000
0.24000 0.99988547 0.00000005 8.45854088 -16.84042938 0.00000 0.00000
0.26000 0.99982340 0.00000012 8.98143977 -16.93045082 0.00000 0.00000
0.28000 0.99973101 0.00000029 9.47634561 -17.00485001 0.00000 0.00000
0.30000 0.99959529 0.00000065 9.94326100 -17.06365876 0.00000 0.00000
0.32000 0.99939849 0.00000144 10.38218973 -17.10690366 0.00000 0.00000
0.34000 0.99911682 0.00000310 10.79313735 -17.13460643 0.00000 0.00000
0.36000 0.99871886 0.00000651 11.17611178 -17.14678449 0.00000 0.00000
0.38000 0.99816376 0.00001332 11.53112427 -17.14345172 0.00000 0.00000
0.40000 0.99739913 0.00002658 11.85819055 -17.12461935 0.00000 0.00000
0.42000 0.99635884 0.00005173 12.15733239 -17.09029728 0.00000 0.00000
0.44000 0.99496048 0.00009816 12.42857962 -17.04049564 0.00000 0.00000
0.46000 0.99310275 0.00018165 12.67197270 -16.97522688 0.00000 0.00000
0.48000 0.99066270 0.00032775 12.88756598 -16.89450837 0.00000 0.00000
0.50000 0.98749307 0.00057655 13.07543187 -16.79836575 0.00000 0.00000
0.52000 0.98341986 0.00098876 13.23566606 -16.68683713 0.00000 0.00000
0.54000 0.97824088 0.00165299 13.36839415 -16.55997835 0.00000 0.00000
0.56000 0.97172570 0.00269364 13.47377974 -16.41786956 0.00000 0.00000
0.58000 0.96361854 0.00427814 13.55203437 -16.26062316 0.00000 0.00000
0.60000 0.95364527 0.00662178 13.60342939 -16.08839331 0.00000 0.00000
0.62000 0.94152624 0.00998763 13.62830965 -15.90138702 0.00000 0.00000
0.64000 0.92699585 0.01467894 13.62710869 -15.69987630 0.00000 0.00000
0.66000 0.90982914 0.02102189 13.60036469 -15.48421110 0.00000 0.00000
0.68000 0.88987327 0.02933811 13.54873586 -15.25483172 0.00000 0.00000
0.70000 0.86708005 0.03990891 13.47301377 -15.01227967 0.00000 0.00000
0.72000 0.84153311 0.05293581 13.37413254 -14.75720522 0.00000 0.00000
0.74000 0.81346321 0.06850484 13.25317217 -14.49037034 0.00000 0.00000
0.76000 0.78324597 0.08656229 13.11135445 -14.21264573 0.00000 0.00000
0.78000 0.75138019 0.10690821 12.95003099 -13.92500157 0.00000 0.00000
0.80000 0.71844943 0.12920987 12.77066360 -13.62849228 0.00000 0.00000
0.82000 0.68507351 0.15303257 12.57479869 -13.32423637 0.00000 0.00000
0.84000 0.65185886 0.17788137 12.36403769 -13.01339328 0.00000 0.00000
0.86000 0.61935587 0.20324540 12.14000627 -12.69713922 0.00000 0.00000
0.88000 0.58802867 0.22863739 11.90432459 -12.37664380 0.00000 0.00000
0.90000 0.55823929 0.25362342 11.65858068 -12.05304925 0.00000 0.00000
0.92000 0.53024497 0.27784109 11.40430813 -11.72745301 0.00000 0.00000
0.94000 0.50420541 0.30100674 11.14296878 -11.40089432 0.00000 0.00000
0.96000 0.48019630 0.32291405 10.87594027 -11.07434465 0.00000 0.00000
0.98000 0.45822558 0.34342688 10.60450817 -10.74870185 0.00000 0.00000
1.00000 0.43824990 0.36246891 10.32986194 -10.42478723 0.00000 0.00000
1.02000 0.42018955 0.38001230 10.05309400 -10.10334515 0.00000 0.00000
1.04000 0.40394112 0.39606663 9.77520117 -9.78504450 0.00000 0.00000
1.06000 0.38938752 0.41066910 9.49708787 -9.47048149 0.00000 0.00000
1.08000 0.37640562 0.42387621 9.21957041 -9.16018335 0.00000 0.00000
1.10000 0.36487176 0.43575708 8.94338204 -8.85461254 0.00000 0.00000
1.12000 0.35466548 0.44638823 8.66917831 -8.55417130 0.00000 0.00000
1.14000 0.34567199 0.45584974 8.39754264 -8.25920617 0.00000 0.00000
1.16000 0.33778354 0.46422235 8.12899172 -7.97001253 0.00000 0.00000
1.18000 0.33090013 0.47158550 7.86398083 -7.68683892 0.00000 0.00000
1.20000 0.32492970 0.47801600 7.60290886 -7.40989117 0.00000 0.00000
1.22000 0.31978796 0.48358717 7.34612299 -7.13933627 0.00000 0.00000
1.24000 0.31539806 0.48836838 7.09392318 -6.87530594 0.00000 0.00000
1.26000 0.31169008 0.49242479 6.84656619 -6.61789999 0.00000 0.00000
1.28000 0.30860050 0.49581736 6.60426940 -6.36718937 0.00000 0.00000
1.30000 0.30607165 0.49860285 6.36721432 -6.12321899 0.00000 0.00000
1.32000 0.30405114 0.50083404 6.13554972 -5.88601028 0.00000 0.00000
1.34000 0.30249137 0.50255990 5.90939465 -5.65556360 0.00000 0.00000
1.36000 0.30134901 0.50382580 5.68884110 -5.43186036 0.00000 0.00000
1.38000 0.30058461 0.50467378 5.47395649 -5.21486501 0.00000 0.00000
1.40000 0.30016216 0.50514273 5.26478597 -5.00452689 0.00000 0.00000
1.42000 0.30004874 0.50526867 5.06135450 -4.80078181 0.00000 0.00000
1.44000 0.30021423 0.50508492 4.86366877 -4.60355364 0.00000 0.00000
1.46000 0.30063099 0.50462231 4.67171902 -4.41275567 0.00000 0.00000
1.48000 0.30127365 0.50390937 4.48548061 -4.22829188 0.00000 0.00000
1.50000 0.30211887 0.50297250 4.30491560 -4.05005812 0.00000 0.00000
1.52000 0.30314517 0.50183611 4.12997408 -3.87794319 0.00000 0.00000
1.54000 0.30433274 0.50052278 3.96059552 -3.71182979 0.00000 0.00000
1.56000 0.30566331 0.49905336 3.79670988 -3.55159547 0.00000 0.00000
1.58000 0.30712001 0.49744715 3.63823878 -3.39711341 0.00000 0.00000
1.60000 0.30868727 0.49572193 3.48509645 -3.24825322 0.00000 0.00000
1.62000 0.31035069 0.49389412 3.33719073 -3.10488161 0.00000 0.00000
1.64000 0.31209700 0.49197883 3.19442385 -2.96686303 0.00000 0.00000
1.66000 0.31391394 0.48998998 3.05669330 -2.83406026 0.00000 0.00000
1.68000 0.31579018 0.48794037 2.92389253 -2.70633493 0.00000 0.00000
1.70000 0.31771531 0.48584172 2.79591162 -2.58354803 0.00000 0.00000
1.72000 0.31967971 0.48370479 2.67263791 -2.46556031 0.00000 0.00000
1.74000 0.32167456 0.48153941 2.55395657 -2.35223271 0.00000 0.00000
1.76000 0.32369174 0.47935452 2.43975113 -2.24342672 0.00000 0.00000
1.78000 0.32572382 0.47715831 2.32990394 -2.13900470 0.00000 0.00000
1.80000 0.32776400 0.47495816 2.22429661 -2.03883018 0.00000 0.00000
1.82000 0.32980608 0.47276078 2.12281042 -1.94276809 0.00000 0.00000
1.84000 0.33184441 0.47057221 2.02532668 -1.85068507 0.00000 0.00000
1.86000 0.33387387 0.46839790 1.93172704 -1.76244961 0.00000 0.00000
1.88000 0.33588982 0.46624269 1.84189380 -1.67793225 0.00000 0.00000
1.90000 0.33788809 0.46411093 1.75571018 -1.59700575 0.00000 0.00000
1.92000 0.33986493 0.46200646 1.67306055 -1.51954525 0.00000 0.00000
1.94000 0.34181700 0.45993266 1.59383064 -1.44542834 0.00000 0.00000
1.96000 0.34374132 0.45789250 1.51790773 -1.37453521 0.00000 0.00000
1.98000 0.34563528 0.45588855 1.44518082 -1.30674869 0.00000 0.00000
2.00000 0.34749657 0.45392303 1.37554078 -1.24195437 0.00000 0.00000
2.02000 0.34932322 0.45199782 1.30888048 -1.18004061 0.00000 0.00000
2.04000 0.35111349 0.45011449 1.24509485 -1.12089861 0.00000 0.00000
2.06000 0.35286594 0.44827435 1.18408105 -1.06442244 0.00000 0.00000
2.08000 0.35457935 0.44647843 1.12573850 -1.01050903 0.00000 0.00000
2.10000 0.35625273 0.44472755 1.06996894 -0.95905822 0.00000 0.00000
2.12000 0.35788530 0.44302229 1.01667650 -0.90997273 0.00000 0.00000
2.14000 0.35947644 0.44136305 0.96576772 -0.86315816 0.00000 0.00000
2.16000 0.36102575 0.43975007 0.91715160 -0.81852297 0.00000 0.00000
2.18000 0.36253294 0.43818340 0.87073961 -0.77597850 0.00000 0.00000
2.20000 0.36399788 0.43666297 0.82644568 -0.73543887 0.00000 0.00000
2.22000 0.36542058 0.43518856 0.78418623 -0.69682099 0.00000 0.00000
2.24000 0.36680116 0.43375987 0.74388013 -0.66004454 0.00000 0.00000
2.26000 0.36813984 0.43237645 0.70544875 -0.62503187 0.00000 0.00000
2.28000 0.36943695 0.43103781 0.66881587 -0.59170801 0.00000 0.00000
2.30000 0.37069289 0.42974333 0.63390769 -0.56000059 0.00000 0.00000
2.32000 0.37190816 0.42849236 0.60065280 -0.52983981 0.00000 0.00000
2.34000 0.37308330 0.42728417 0.56898215 -0.50115836 0.00000 0.00000
2.36000 0.37421892 0.42611798 0.53882902 -0.47389139 0.00000 0.00000
2.38000 0.37531570 0.42499296 0.51012896 -0.44797643 0.00000 0.00000
2.40000 0.37637433 0.42390825 0.48281977 -0.42335335 0.00000 0.00000
2.42000 0.37739557 0.42286296 0.45684143 -0.39996430 0.00000 0.00000
2.44000 0.37838020 0.42185617 0.43213608 -0.37775362 0.00000 0.00000
2.46000 0.37932903 0.42088694 0.40864797 -0.35666785 0.00000 0.00000
